customer_id,name,email,age,country,registration_date,age_group,total_spent,avg_order_value,order_count,last_order_date
193,Customer_193,customer193@example.com,25,Germany,2024-03-23 11:49:09.859041,18-25,57129.17,11425.833999999999,5.0,2025-06-30 11:49:11.233532
194,Customer_194,customer194@example.com,30,Canada,2025-09-19 11:49:09.859041,26-35,93894.04,11736.755,8.0,2025-10-17 11:49:14.742285
195,Customer_195,customer195@example.com,63,Germany,2025-11-02 11:49:09.859041,51+,60062.95,8580.421428571428,7.0,2025-10-01 11:49:11.417594
196,Customer_196,customer196@example.com,51,France,2023-12-01 11:49:09.859041,51+,12891.04,6445.52,2.0,2025-10-08 11:49:16.121688
197,Customer_197,customer197@example.com,64,Australia,2023-12-18 11:49:09.859041,51+,117529.06,10684.46,11.0,2025-09-10 11:49:14.820859
198,Customer_198,customer198@example.com,30,Canada,2024-08-19 11:49:09.859041,26-35,41969.07,8393.814,5.0,2025-08-20 11:49:12.152206
199,Customer_199,customer199@example.com,22,Australia,2024-11-30 11:49:09.859041,18-25,52300.61,8716.768333333333,6.0,2025-10-21 11:49:14.337095
200,Customer_200,customer200@example.com,57,Canada,2023-12-25 11:49:09.859041,51+,43859.54,7309.923333333333,6.0,2025-09-23 11:49:15.695142
201,Customer_201,customer201@example.com,72,USA,2024-12-31 11:49:09.859041,51+,51725.2,10345.039999999999,5.0,2025-08-23 11:49:15.654503
202,Customer_202,customer202@example.com,50,Canada,2023-12-22 11:49:09.859041,36-50,36281.26,5183.037142857143,7.0,2025-04-30 11:49:16.080604
203,Customer_203,customer203@example.com,44,Canada,2024-09-17 11:49:09.859041,36-50,7401.97,7401.97,1.0,2025-04-30 11:49:14.471040
204,Customer_204,customer204@example.com,62,Canada,2024-04-15 11:49:09.859041,51+,28112.5,9370.833333333334,3.0,2025-09-13 11:49:15.755172
205,Customer_205,customer205@example.com,26,UK,2024-08-30 11:49:09.859041,26-35,6444.67,2148.2233333333334,3.0,2025-08-06 11:49:14.754059
206,Customer_206,customer206@example.com,60,Germany,2023-12-11 11:49:09.859041,51+,26274.989999999998,8758.33,3.0,2025-09-09 11:49:15.723051
207,Customer_207,customer207@example.com,65,UK,2024-02-12 11:49:09.859041,51+,29568.03,5913.606,5.0,2025-07-01 11:49:15.379156
208,Customer_208,customer208@example.com,54,Canada,2024-09-14 11:49:09.859041,51+,55456.83,7922.404285714286,7.0,2025-10-01 11:49:14.877003
209,Customer_209,customer209@example.com,53,USA,2024-12-27 11:49:09.859041,51+,25346.309999999998,5069.262,5.0,2025-06-16 11:49:10.694860
210,Customer_210,customer210@example.com,36,UK,2024-08-20 11:49:09.859041,36-50,41608.53,8321.706,5.0,2025-10-11 11:49:14.239264
211,Customer_211,customer211@example.com,68,France,2024-02-21 11:49:09.859041,51+,24103.86,6025.965,4.0,2025-07-11 11:49:12.526306
212,Customer_212,customer212@example.com,59,Canada,2024-07-15 11:49:09.859041,51+,42811.03,10702.7575,4.0,2025-05-12 11:49:13.139951
213,Customer_213,customer213@example.com,46,Germany,2023-12-13 11:49:09.859041,36-50,30055.699999999997,10018.566666666666,3.0,2025-08-31 11:49:11.833260
214,Customer_214,customer214@example.com,31,France,2024-07-07 11:49:09.859041,26-35,25408.97,8469.656666666668,3.0,2025-03-20 11:49:11.568012
215,Customer_215,customer215@example.com,68,Australia,2025-05-14 11:49:09.859041,51+,76700.7,8522.3,9.0,2025-08-14 11:49:12.986000
216,Customer_216,customer216@example.com,60,USA,2025-01-17 11:49:09.859041,51+,33189.91,8297.4775,4.0,2025-10-28 11:49:14.606761
217,Customer_217,customer217@example.com,50,Australia,2024-01-25 11:49:09.859041,36-50,28911.45,7227.8625,4.0,2025-11-01 11:49:13.415447
218,Customer_218,customer218@example.com,57,Canada,2025-07-31 11:49:09.859041,51+,61275.21,5106.2675,12.0,2025-10-07 11:49:10.170421
219,Customer_219,customer219@example.com,70,UK,2023-12-16 11:49:09.859041,51+,51916.1,8652.683333333332,6.0,2025-10-27 11:49:14.662445
220,Customer_220,customer220@example.com,37,UK,2025-04-14 11:49:09.859041,36-50,95358.79000000001,8668.98090909091,11.0,2025-11-03 11:49:10.315254
221,Customer_221,customer221@example.com,27,USA,2025-09-17 11:49:09.859041,26-35,32660.52,8165.13,4.0,2025-08-31 11:49:14.957681
222,Customer_222,customer222@example.com,33,Germany,2024-02-17 11:49:09.859041,26-35,13472.25,13472.25,1.0,2025-10-13 11:49:11.274179
223,Customer_223,customer223@example.com,72,USA,2024-07-25 11:49:09.859041,51+,54902.3,6862.7875,8.0,2025-10-19 11:49:10.402272
224,Customer_224,customer224@example.com,44,Australia,2024-03-24 11:49:09.859041,36-50,51570.3,10314.060000000001,5.0,2025-11-03 11:49:16.640349
225,Customer_225,customer225@example.com,30,Australia,2023-11-21 11:49:09.859041,26-35,17937.52,8968.76,2.0,2025-07-04 11:49:16.057052
226,Customer_226,customer226@example.com,42,Germany,2024-09-20 11:49:09.859041,36-50,55492.99,9248.831666666667,6.0,2025-10-08 11:49:11.417594
227,Customer_227,customer227@example.com,33,UK,2024-01-02 11:49:09.859041,26-35,29617.41,5923.482,5.0,2025-10-12 11:49:14.051144
228,Customer_228,customer228@example.com,62,USA,2025-07-17 11:49:09.859041,51+,55198.28999999999,7885.469999999999,7.0,2025-10-07 11:49:13.501445
229,Customer_229,customer229@example.com,67,Germany,2025-03-24 11:49:09.859041,51+,35849.21,7169.842,5.0,2025-11-02 11:49:10.941266
230,Customer_230,customer230@example.com,29,Australia,2024-05-22 11:49:09.859041,26-35,39987.43,6664.571666666667,6.0,2025-09-06 11:49:11.829956
231,Customer_231,customer231@example.com,47,USA,2024-04-12 11:49:09.859041,36-50,68844.38,13768.876,5.0,2025-10-28 11:49:10.363245
232,Customer_232,customer232@example.com,33,USA,2024-07-24 11:49:09.859041,26-35,67715.44,11285.906666666668,6.0,2025-07-31 11:49:16.241693
233,Customer_233,customer233@example.com,26,Germany,2023-12-21 11:49:09.859041,26-35,80408.84,13401.473333333333,6.0,2025-08-22 11:49:15.840744
234,Customer_234,customer234@example.com,51,France,2024-03-04 11:49:09.859041,51+,22385.13,5596.2825,4.0,2025-10-23 11:49:10.950273
235,Customer_235,customer235@example.com,38,Germany,2024-02-15 11:49:09.859041,36-50,63879.68,10646.613333333333,6.0,2025-10-24 11:49:13.508442
236,Customer_236,customer236@example.com,70,Australia,2024-06-05 11:49:09.859041,51+,13347.359999999999,4449.12,3.0,2025-07-10 11:49:10.171425
237,Customer_237,customer237@example.com,45,France,2024-08-04 11:49:09.859041,36-50,95186.68000000001,10576.297777777778,9.0,2025-11-01 11:49:10.971805
238,Customer_238,customer238@example.com,75,UK,2024-07-05 11:49:09.859041,51+,55110.08,9185.013333333334,6.0,2025-08-18 11:49:12.612341
239,Customer_239,customer239@example.com,46,Canada,2025-02-23 11:49:09.859041,36-50,55023.270000000004,9170.545,6.0,2025-10-04 11:49:14.561654
240,Customer_240,customer240@example.com,71,Australia,2025-01-24 11:49:09.859041,51+,41048.53,8209.706,5.0,2025-10-22 11:49:12.824438
241,Customer_241,customer241@example.com,67,France,2024-06-25 11:49:09.859041,51+,71537.03,7948.558888888889,9.0,2025-10-29 11:49:13.989088
242,Customer_242,customer242@example.com,58,UK,2025-01-26 11:49:09.859041,51+,23757.43,5939.3575,4.0,2025-08-28 11:49:15.873381
243,Customer_243,customer243@example.com,46,USA,2025-01-15 11:49:09.859041,36-50,81057.25,11579.607142857143,7.0,2025-08-17 11:49:14.211249
244,Customer_244,customer244@example.com,33,Canada,2024-11-25 11:49:09.859041,26-35,73815.42,10545.06,7.0,2025-08-25 11:49:11.542209
245,Customer_245,customer245@example.com,38,France,2025-08-13 11:49:09.859041,36-50,53989.79,5998.865555555556,9.0,2025-10-04 11:49:14.060661
246,Customer_246,customer246@example.com,26,UK,2025-03-12 11:49:09.859041,26-35,25521.66,12760.83,2.0,2025-06-13 11:49:15.869376
247,Customer_247,customer247@example.com,42,Australia,2025-05-31 11:49:09.859041,36-50,14674.369999999999,7337.1849999999995,2.0,2025-08-28 11:49:10.828694
248,Customer_248,customer248@example.com,63,UK,2025-08-30 11:49:09.859041,51+,4559.92,4559.92,1.0,2025-02-10 11:49:14.043044
249,Customer_249,customer249@example.com,44,Germany,2024-11-30 11:49:09.859041,36-50,83229.83,9247.75888888889,9.0,2025-11-01 11:49:16.674913
250,Customer_250,customer250@example.com,52,Germany,2024-09-04 11:49:09.859041,51+,38687.15,9671.7875,4.0,2025-10-22 11:49:12.105108
251,Customer_251,customer251@example.com,21,UK,2024-08-30 11:49:09.859041,18-25,22702.91,7567.636666666666,3.0,2025-04-16 11:49:15.235827
252,Customer_252,customer252@example.com,42,France,2023-11-22 11:49:09.859041,36-50,19983.96,4995.99,4.0,2025-08-11 11:49:13.262979
253,Customer_253,customer253@example.com,19,France,2024-10-10 11:49:09.859041,18-25,16662.73,5554.243333333333,3.0,2025-10-19 11:49:12.984004
254,Customer_254,customer254@example.com,48,USA,2024-11-08 11:49:09.859041,36-50,43118.8,7186.466666666667,6.0,2025-05-13 11:49:12.181144
255,Customer_255,customer255@example.com,37,Germany,2024-08-31 11:49:09.859041,36-50,95440.67,9544.067,10.0,2025-06-09 11:49:13.436539
256,Customer_256,customer256@example.com,52,Australia,2024-04-23 11:49:09.859041,51+,33258.35,6651.67,5.0,2025-08-29 11:49:11.111278
257,Customer_257,customer257@example.com,69,France,2025-03-23 11:49:09.859041,51+,24701.57,8233.856666666667,3.0,2025-07-17 11:49:14.369388
258,Customer_258,customer258@example.com,49,UK,2025-01-28 11:49:09.859041,36-50,16275.63,8137.815,2.0,2025-10-11 11:49:15.347316
259,Customer_259,customer259@example.com,45,Germany,2025-10-05 11:49:09.859041,36-50,13843.74,13843.74,1.0,2025-06-18 11:49:13.106843
260,Customer_260,customer260@example.com,42,Canada,2023-12-20 11:49:09.859041,36-50,26500.43,8833.476666666667,3.0,2025-06-30 11:49:13.419447
261,Customer_261,customer261@example.com,61,Germany,2025-05-18 11:49:09.859041,51+,21894.370000000003,5473.592500000001,4.0,2025-10-08 11:49:14.519203
262,Customer_262,customer262@example.com,71,Germany,2025-06-26 11:49:09.859041,51+,29969.33,7492.3325,4.0,2025-10-05 11:49:12.126098
263,Customer_263,customer263@example.com,80,France,2024-05-06 11:49:09.859041,51+,7448.82,3724.41,2.0,2025-05-30 11:49:16.440773
264,Customer_264,customer264@example.com,19,Germany,2024-03-07 11:49:09.859041,18-25,21323.62,10661.81,2.0,2025-05-14 11:49:15.545835
265,Customer_265,customer265@example.com,54,Australia,2025-10-07 11:49:09.859041,51+,34315.11,8578.7775,4.0,2025-10-31 11:49:12.505598
266,Customer_266,customer266@example.com,23,Australia,2024-08-22 11:49:09.859041,18-25,52570.770000000004,13142.692500000001,4.0,2025-09-21 11:49:14.699359
267,Customer_267,customer267@example.com,26,Germany,2025-05-01 11:49:09.859041,26-35,30265.47,7566.3675,4.0,2025-10-28 11:49:15.169731
268,Customer_268,customer268@example.com,21,Canada,2024-10-11 11:49:09.859041,18-25,42624.11,6089.158571428571,7.0,2025-10-22 11:49:15.975027
269,Customer_269,customer269@example.com,38,UK,2024-07-26 11:49:09.859041,36-50,36068.05,6011.341666666667,6.0,2025-08-25 11:49:15.290397
270,Customer_270,customer270@example.com,38,Canada,2024-10-11 11:49:09.859041,36-50,58069.67,6452.185555555556,9.0,2025-08-21 11:49:13.359432
271,Customer_271,customer271@example.com,35,Germany,2025-02-18 11:49:09.859041,26-35,21963.45,7321.150000000001,3.0,2025-07-17 11:49:10.374245
272,Customer_272,customer272@example.com,71,USA,2024-07-10 11:49:09.859041,51+,54595.65,10919.130000000001,5.0,2025-09-29 11:49:11.269180
273,Customer_273,customer273@example.com,19,Australia,2024-04-30 11:49:09.859041,18-25,33864.7,8466.175,4.0,2025-09-13 11:49:10.093869
274,Customer_274,customer274@example.com,21,Canada,2025-03-19 11:49:09.859041,18-25,41384.33,5173.04125,8.0,2025-10-31 11:49:15.802714
275,Customer_275,customer275@example.com,59,USA,2024-01-06 11:49:09.859041,51+,36923.56,18461.78,2.0,2025-10-04 11:49:16.254799
276,Customer_276,customer276@example.com,20,USA,2025-02-23 11:49:09.859041,18-25,58130.2,8304.314285714285,7.0,2025-10-20 11:49:11.229627
277,Customer_277,customer277@example.com,30,USA,2024-02-06 11:49:09.859041,26-35,64806.39,12961.278,5.0,2025-10-10 11:49:11.595075
278,Customer_278,customer278@example.com,27,UK,2025-06-27 11:49:09.859041,26-35,48691.21,6955.887142857143,7.0,2025-07-26 11:49:13.176350
279,Customer_279,customer279@example.com,48,Australia,2025-07-09 11:49:09.859041,36-50,81930.48,11704.354285714286,7.0,2025-09-17 11:49:11.960699
280,Customer_280,customer280@example.com,54,UK,2024-07-15 11:49:09.859041,51+,47645.15,5955.64375,8.0,2025-10-06 11:49:16.544416
281,Customer_281,customer281@example.com,62,Canada,2024-10-22 11:49:09.859041,51+,75051.53,10721.647142857142,7.0,2025-10-29 11:49:14.954682
282,Customer_282,customer282@example.com,28,France,2024-02-21 11:49:09.859956,26-35,11923.51,3974.5033333333336,3.0,2025-06-01 11:49:13.541528
283,Customer_283,customer283@example.com,79,Australia,2025-07-09 11:49:09.859956,51+,51852.090000000004,10370.418000000001,5.0,2025-10-17 11:49:14.204256
284,Customer_284,customer284@example.com,67,UK,2024-12-20 11:49:09.859956,51+,19729.4,9864.7,2.0,2025-10-04 11:49:12.766799
285,Customer_285,customer285@example.com,24,France,2025-10-08 11:49:09.859956,18-25,54122.479999999996,9020.413333333332,6.0,2025-10-07 11:49:11.762653
286,Customer_286,customer286@example.com,77,Canada,2024-03-24 11:49:09.859956,51+,28622.93,7155.7325,4.0,2025-09-06 11:49:15.636568
287,Customer_287,customer287@example.com,61,Germany,2024-09-23 11:49:09.859956,51+,58273.11,7284.13875,8.0,2025-07-13 11:49:14.412400
288,Customer_288,customer288@example.com,78,Australia,2025-04-14 11:49:09.859956,51+,3827.0,1913.5,2.0,2025-04-14 11:49:10.287746
289,Customer_289,customer289@example.com,22,France,2023-11-27 11:49:09.859956,18-25,57777.59,9629.598333333333,6.0,2025-09-20 11:49:14.775205
290,Customer_290,customer290@example.com,71,Australia,2025-02-28 11:49:09.859956,51+,56654.94,8093.562857142858,7.0,2025-08-15 11:49:14.457410
291,Customer_291,customer291@example.com,24,Australia,2024-12-30 11:49:09.859956,18-25,31222.98,6244.596,5.0,2025-09-16 11:49:15.887292
292,Customer_292,customer292@example.com,72,Australia,2024-02-28 11:49:09.859956,51+,31229.66,10409.886666666667,3.0,2025-10-23 11:49:10.518193
293,Customer_293,customer293@example.com,69,USA,2024-04-03 11:49:09.859956,51+,34316.45,6863.289999999999,5.0,2025-04-28 11:49:14.160826
294,Customer_294,customer294@example.com,68,USA,2024-11-13 11:49:09.859956,51+,21867.56,10933.78,2.0,2025-10-27 11:49:14.206264
295,Customer_295,customer295@example.com,52,Germany,2023-12-27 11:49:09.859956,51+,42791.259999999995,7131.876666666666,6.0,2025-08-02 11:49:14.974307
296,Customer_296,customer296@example.com,41,USA,2024-06-03 11:49:09.859956,36-50,34613.51,6922.702,5.0,2025-10-07 11:49:11.541212
297,Customer_297,customer297@example.com,59,Canada,2025-10-22 11:49:09.859956,51+,56846.85,8120.978571428571,7.0,2025-09-03 11:49:11.557984
298,Customer_298,customer298@example.com,72,Germany,2024-06-20 11:49:09.859956,51+,29091.93,14545.965,2.0,2025-09-17 11:49:15.811706
299,Customer_299,customer299@example.com,24,Germany,2024-10-29 11:49:09.859956,18-25,41427.7,10356.925,4.0,2025-07-21 11:49:15.002224
300,Customer_300,customer300@example.com,58,Germany,2023-11-10 11:49:09.859956,51+,42159.1,7026.516666666666,6.0,2025-10-24 11:49:13.803504
301,Customer_301,customer301@example.com,27,Germany,2025-05-07 11:49:09.859956,26-35,21704.38,10852.19,2.0,2025-07-23 11:49:15.424168
302,Customer_302,customer302@example.com,64,France,2024-01-07 11:49:09.859956,51+,83350.08,11907.154285714287,7.0,2025-09-03 11:49:16.436777
303,Customer_303,customer303@example.com,35,France,2024-05-01 11:49:09.859956,26-35,26190.1,6547.525,4.0,2025-06-03 11:49:15.005229
304,Customer_304,customer304@example.com,67,Germany,2024-07-15 11:49:09.859956,51+,25646.68,6411.67,4.0,2025-08-22 11:49:11.750861
305,Customer_305,customer305@example.com,45,Australia,2024-03-07 11:49:09.859956,36-50,3588.01,3588.01,1.0,2025-08-26 11:49:14.499166
306,Customer_306,customer306@example.com,35,Canada,2025-02-25 11:49:09.859956,26-35,51434.84,5714.982222222222,9.0,2025-08-11 11:49:16.540417
307,Customer_307,customer307@example.com,71,USA,2025-01-22 11:49:09.859956,51+,27811.850000000002,6952.962500000001,4.0,2025-08-27 11:49:15.976026
308,Customer_308,customer308@example.com,74,Germany,2025-02-27 11:49:09.859956,51+,28500.04,4750.006666666667,6.0,2025-09-18 11:49:12.373361
309,Customer_309,customer309@example.com,66,Germany,2024-03-30 11:49:09.859956,51+,54437.85,13609.4625,4.0,2025-09-30 11:49:15.412160
310,Customer_310,customer310@example.com,57,Australia,2024-10-11 11:49:09.859956,51+,74060.79000000001,9257.598750000001,8.0,2025-10-11 11:49:14.035046
311,Customer_311,customer311@example.com,39,USA,2024-06-15 11:49:09.859956,36-50,19133.61,4783.4025,4.0,2025-09-06 11:49:10.522241
312,Customer_312,customer312@example.com,72,Canada,2025-05-01 11:49:09.859956,51+,46212.12,7702.02,6.0,2025-10-15 11:49:16.419782
313,Customer_313,customer313@example.com,49,UK,2024-11-05 11:49:09.859956,36-50,33539.880000000005,6707.976000000001,5.0,2025-06-09 11:49:16.706922
314,Customer_314,customer314@example.com,69,Canada,2024-11-20 11:49:09.859956,51+,54616.0,10923.2,5.0,2025-05-19 11:49:14.071673
315,Customer_315,customer315@example.com,35,France,2023-11-16 11:49:09.859956,26-35,60590.6,8655.8,7.0,2025-09-14 11:49:12.791445
316,Customer_316,customer316@example.com,74,Canada,2024-04-13 11:49:09.859956,51+,41327.840000000004,10331.960000000001,4.0,2025-08-09 11:49:12.828444
317,Customer_317,customer317@example.com,18,France,2025-04-22 11:49:09.859956,18-25,40959.93,8191.986,5.0,2025-04-18 11:49:13.681582
318,Customer_318,customer318@example.com,23,UK,2024-09-13 11:49:09.859956,18-25,54785.19,7826.455714285715,7.0,2025-10-31 11:49:14.218274
319,Customer_319,customer319@example.com,49,France,2025-03-02 11:49:09.859956,36-50,17654.42,4413.605,4.0,2025-10-07 11:49:13.593755
320,Customer_320,customer320@example.com,62,Germany,2024-01-12 11:49:09.859956,51+,47806.55,7967.758333333334,6.0,2025-09-17 11:49:14.000044
321,Customer_321,customer321@example.com,63,Germany,2024-08-02 11:49:09.859956,51+,35998.630000000005,8999.657500000001,4.0,2025-08-01 11:49:16.265347
322,Customer_322,customer322@example.com,68,USA,2025-07-31 11:49:09.859956,51+,39557.9,9889.475,4.0,2025-04-03 11:49:14.826473
323,Customer_323,customer323@example.com,36,UK,2024-09-15 11:49:09.859956,36-50,40761.270000000004,6793.545000000001,6.0,2025-09-11 11:49:14.178252
324,Customer_324,customer324@example.com,62,UK,2024-12-25 11:49:09.859956,51+,99320.33,9932.033,10.0,2025-10-28 11:49:13.755609
325,Customer_325,customer325@example.com,60,France,2024-10-22 11:49:09.859956,51+,36101.71,7220.342,5.0,2025-06-04 11:49:11.944849
326,Customer_326,customer326@example.com,48,France,2024-05-09 11:49:09.859956,36-50,41059.64,8211.928,5.0,2025-08-28 11:49:15.439159
327,Customer_327,customer327@example.com,40,Germany,2024-04-19 11:49:09.859956,36-50,11966.470000000001,5983.235000000001,2.0,2025-05-13 11:49:13.714573
328,Customer_328,customer328@example.com,39,Canada,2023-11-15 11:49:09.859956,36-50,41397.07,8279.414,5.0,2025-09-02 11:49:10.795683
329,Customer_329,customer329@example.com,47,Canada,2024-12-25 11:49:09.859956,36-50,38158.08,7631.616,5.0,2025-09-21 11:49:11.978692
330,Customer_330,customer330@example.com,34,UK,2025-07-03 11:49:09.859956,26-35,17940.4,5980.133333333334,3.0,2025-03-13 11:49:11.956581
331,Customer_331,customer331@example.com,64,UK,2024-12-15 11:49:09.859956,51+,59564.42,11912.884,5.0,2025-07-21 11:49:11.332178
332,Customer_332,customer332@example.com,25,Australia,2024-05-04 11:49:09.859956,18-25,66414.91,9487.844285714285,7.0,2025-10-27 11:49:13.438098
333,Customer_333,customer333@example.com,78,Australia,2025-04-28 11:49:09.859956,51+,4456.98,4456.98,1.0,2025-10-17 11:49:13.039104
334,Customer_334,customer334@example.com,30,UK,2024-06-26 11:49:09.859956,26-35,43701.81,7283.634999999999,6.0,2025-10-19 11:49:12.316414
335,Customer_335,customer335@example.com,35,Australia,2024-03-10 11:49:09.859956,26-35,41725.82,8345.164,5.0,2025-11-01 11:49:10.121873
336,Customer_336,customer336@example.com,80,France,2024-03-02 11:49:09.859956,51+,84869.31,12124.187142857143,7.0,2025-09-18 11:49:10.422543
337,Customer_337,customer337@example.com,36,USA,2025-04-19 11:49:09.859956,36-50,25669.73,6417.4325,4.0,2025-08-01 11:49:15.650507
338,Customer_338,customer338@example.com,36,UK,2024-10-30 11:49:09.859956,36-50,45502.009999999995,7583.668333333332,6.0,2025-09-23 11:49:14.919676
339,Customer_339,customer339@example.com,29,Canada,2025-10-20 11:49:09.859956,26-35,40510.61,5063.82625,8.0,2025-09-19 11:49:16.138775
340,Customer_340,customer340@example.com,63,France,2025-06-27 11:49:09.859956,51+,15387.07,5129.0233333333335,3.0,2025-10-30 11:49:16.619438
341,Customer_341,customer341@example.com,35,USA,2025-09-09 11:49:09.859956,26-35,41705.24,8341.047999999999,5.0,2025-07-09 11:49:12.812345
342,Customer_342,customer342@example.com,53,Canada,2023-11-20 11:49:09.859956,51+,23711.36,7903.786666666667,3.0,2025-03-27 11:49:11.906478
343,Customer_343,customer343@example.com,78,UK,2024-01-20 11:49:09.859956,51+,35791.9,7158.38,5.0,2025-09-15 11:49:11.675838
344,Customer_344,customer344@example.com,73,Germany,2025-07-21 11:49:09.859956,51+,14292.7,4764.233333333334,3.0,2025-10-05 11:49:11.327280
345,Customer_345,customer345@example.com,73,USA,2024-03-26 11:49:09.859956,51+,68087.66,8510.9575,8.0,2025-10-25 11:49:16.178779
346,Customer_346,customer346@example.com,36,Germany,2024-07-01 11:49:09.859956,36-50,84477.04,12068.14857142857,7.0,2025-10-30 11:49:16.139818
347,Customer_347,customer347@example.com,46,Canada,2025-04-29 11:49:09.859956,36-50,7230.84,3615.42,2.0,2025-08-07 11:49:10.140901
348,Customer_348,customer348@example.com,79,USA,2025-02-18 11:49:09.859956,51+,6178.66,6178.66,1.0,2024-11-13 11:49:14.901999
349,Customer_349,customer349@example.com,78,Germany,2025-07-10 11:49:09.859956,51+,36688.87,7337.774,5.0,2025-06-21 11:49:10.212982
350,Customer_350,customer350@example.com,70,USA,2024-09-19 11:49:09.859956,51+,26897.63,8965.876666666667,3.0,2025-10-31 11:49:12.971093
351,Customer_351,customer351@example.com,49,USA,2024-03-23 11:49:09.859956,36-50,5748.4,2874.2,2.0,2025-11-03 11:49:12.067007
352,Customer_352,customer352@example.com,58,Australia,2025-09-10 11:49:09.859956,51+,32034.760000000002,5339.126666666667,6.0,2025-08-23 11:49:16.068696
353,Customer_353,customer353@example.com,27,UK,2024-04-06 11:49:09.859956,26-35,25417.73,5083.546,5.0,2025-06-06 11:49:12.157922
354,Customer_354,customer354@example.com,78,Canada,2025-08-08 11:49:09.859956,51+,40903.33,8180.666,5.0,2025-08-02 11:49:10.254452
355,Customer_355,customer355@example.com,33,USA,2024-04-11 11:49:09.859956,26-35,44457.78,6351.111428571428,7.0,2025-09-03 11:49:14.911568
356,Customer_356,customer356@example.com,66,Germany,2024-02-22 11:49:09.859956,51+,59072.74,11814.547999999999,5.0,2025-09-21 11:49:10.964797
357,Customer_357,customer357@example.com,56,France,2025-03-17 11:49:09.859956,51+,83633.13,9292.57,9.0,2025-09-01 11:49:16.704925
358,Customer_358,customer358@example.com,67,France,2024-10-10 11:49:09.859956,51+,19476.4,9738.2,2.0,2025-06-07 11:49:10.566013
359,Customer_359,customer359@example.com,46,Germany,2025-01-03 11:49:09.859956,36-50,70952.18000000001,8869.022500000001,8.0,2025-11-03 11:49:14.984306
360,Customer_360,customer360@example.com,73,France,2024-08-21 11:49:09.859956,51+,42016.24,6002.32,7.0,2025-09-20 11:49:12.335506
361,Customer_361,customer361@example.com,37,France,2024-02-07 11:49:09.859956,36-50,63055.75,9007.964285714286,7.0,2025-10-22 11:49:13.800467
362,Customer_362,customer362@example.com,21,France,2025-07-25 11:49:09.859956,18-25,30449.44,6089.888,5.0,2025-06-20 11:49:11.991598
363,Customer_363,customer363@example.com,78,UK,2024-02-02 11:49:09.859956,51+,41426.34,10356.585,4.0,2025-10-25 11:49:12.558923
364,Customer_364,customer364@example.com,31,Canada,2023-12-28 11:49:09.859956,26-35,59005.15,6556.127777777778,9.0,2025-09-26 11:49:12.112096
365,Customer_365,customer365@example.com,23,UK,2025-03-03 11:49:09.859956,18-25,38391.619999999995,12797.206666666665,3.0,2025-07-03 11:49:14.059139
366,Customer_366,customer366@example.com,29,France,2025-08-19 11:49:09.859956,26-35,41227.87,8245.574,5.0,2025-10-24 11:49:14.092688
367,Customer_367,customer367@example.com,28,USA,2024-09-11 11:49:09.859956,26-35,33520.619999999995,5586.7699999999995,6.0,2025-10-02 11:49:15.307310
368,Customer_368,customer368@example.com,46,Australia,2024-03-05 11:49:09.859956,36-50,25793.44,8597.813333333334,3.0,2025-07-30 11:49:10.119875
369,Customer_369,customer369@example.com,48,Canada,2025-10-01 11:49:09.859956,36-50,88066.06,9785.117777777778,9.0,2025-08-25 11:49:14.818871
370,Customer_370,customer370@example.com,32,Canada,2023-11-11 11:49:09.859956,26-35,17710.15,5903.383333333334,3.0,2025-07-22 11:49:13.714573
371,Customer_371,customer371@example.com,36,Australia,2024-07-27 11:49:09.859956,36-50,99298.53,9929.853,10.0,2025-10-22 11:49:14.653799
372,Customer_372,customer372@example.com,22,Australia,2025-03-09 11:49:09.859956,18-25,63216.590000000004,10536.098333333333,6.0,2025-11-02 11:49:15.627568
373,Customer_373,customer373@example.com,77,Canada,2024-02-02 11:49:09.859956,51+,34941.46,6988.2919999999995,5.0,2025-06-14 11:49:12.478680
374,Customer_374,customer374@example.com,55,Australia,2025-04-15 11:49:09.859956,51+,14349.1,14349.1,1.0,2025-06-27 11:49:13.975039
375,Customer_375,customer375@example.com,45,USA,2024-04-25 11:49:09.859956,36-50,41129.95,10282.4875,4.0,2025-07-23 11:49:11.301278
376,Customer_376,customer376@example.com,32,Australia,2025-06-04 11:49:09.859956,26-35,43732.86,7288.81,6.0,2025-10-22 11:49:13.055207
377,Customer_377,customer377@example.com,76,Canada,2025-06-11 11:49:09.859956,51+,64635.78999999999,9233.684285714286,7.0,2025-10-10 11:49:13.786344
378,Customer_378,customer378@example.com,22,USA,2025-05-18 11:49:09.859956,18-25,34816.95,5802.825,6.0,2025-10-23 11:49:10.077716
379,Customer_379,customer379@example.com,68,Canada,2024-03-04 11:49:09.859956,51+,26687.7,8895.9,3.0,2025-08-21 11:49:13.075948
380,Customer_380,customer380@example.com,65,France,2025-01-12 11:49:09.859956,51+,50814.36,12703.59,4.0,2025-09-08 11:49:12.190648
381,Customer_381,customer381@example.com,46,USA,2024-07-12 11:49:09.859956,36-50,9226.27,4613.135,2.0,2025-10-27 11:49:12.526306
382,Customer_382,customer382@example.com,62,Canada,2023-11-18 11:49:09.859956,51+,63854.44,10642.406666666668,6.0,2025-10-28 11:49:16.603438
383,Customer_383,customer383@example.com,43,Canada,2024-06-09 11:49:09.859956,36-50,45067.6,9013.52,5.0,2025-10-01 11:49:14.849637
