customer_id,name,email,age,country,registration_date
374,Customer_374,customer374@example.com,55,Australia,2025-04-15 11:49:09.859956
375,Customer_375,customer375@example.com,45,USA,2024-04-25 11:49:09.859956
376,Customer_376,customer376@example.com,32,Australia,2025-06-04 11:49:09.859956
377,Customer_377,customer377@example.com,76,Canada,2025-06-11 11:49:09.859956
378,Customer_378,customer378@example.com,22,USA,2025-05-18 11:49:09.859956
379,Customer_379,customer379@example.com,68,Canada,2024-03-04 11:49:09.859956
380,Customer_380,customer380@example.com,65,France,2025-01-12 11:49:09.859956
381,Customer_381,customer381@example.com,46,USA,2024-07-12 11:49:09.859956
382,Customer_382,customer382@example.com,62,Canada,2023-11-18 11:49:09.859956
383,Customer_383,customer383@example.com,43,Canada,2024-06-09 11:49:09.859956
384,Customer_384,customer384@example.com,52,Germany,2024-08-12 11:49:09.859956
385,Customer_385,customer385@example.com,23,France,2025-09-24 11:49:09.859956
386,Customer_386,customer386@example.com,74,Germany,2024-12-08 11:49:09.859956
387,Customer_387,customer387@example.com,56,Canada,2025-10-08 11:49:09.859956
388,Customer_388,customer388@example.com,23,UK,2023-12-14 11:49:09.859956
389,Customer_389,customer389@example.com,71,France,2024-03-12 11:49:09.859956
390,Customer_390,customer390@example.com,78,USA,2023-12-16 11:49:09.859956
391,Customer_391,customer391@example.com,70,Canada,2024-03-23 11:49:09.859956
392,Customer_392,customer392@example.com,20,UK,2024-07-10 11:49:09.859956
393,Customer_393,customer393@example.com,51,Australia,2024-08-08 11:49:09.859956
394,Customer_394,customer394@example.com,76,Canada,2025-05-02 11:49:09.859956
395,Customer_395,customer395@example.com,55,Germany,2024-01-23 11:49:09.859956
396,Customer_396,customer396@example.com,70,Germany,2025-08-02 11:49:09.859956
397,Customer_397,customer397@example.com,48,Canada,2024-09-11 11:49:09.859956
398,Customer_398,customer398@example.com,39,Canada,2023-12-18 11:49:09.859956
399,Customer_399,customer399@example.com,24,UK,2024-12-01 11:49:09.859956
400,Customer_400,customer400@example.com,44,Australia,2024-06-14 11:49:09.859956
401,Customer_401,customer401@example.com,36,Australia,2024-09-19 11:49:09.859956
402,Customer_402,customer402@example.com,70,France,2025-09-27 11:49:09.859956
403,Customer_403,customer403@example.com,47,USA,2024-12-16 11:49:09.859956
404,Customer_404,customer404@example.com,34,Canada,2025-07-08 11:49:09.859956
405,Customer_405,customer405@example.com,80,Germany,2024-05-26 11:49:09.859956
406,Customer_406,customer406@example.com,70,USA,2023-12-31 11:49:09.859956
407,Customer_407,customer407@example.com,73,France,2024-07-18 11:49:09.859956
408,Customer_408,customer408@example.com,44,USA,2025-04-25 11:49:09.859956
409,Customer_409,customer409@example.com,51,Canada,2024-02-05 11:49:09.859956
410,Customer_410,customer410@example.com,66,Germany,2024-02-02 11:49:09.859956
411,Customer_411,customer411@example.com,46,USA,2025-04-09 11:49:09.859956
412,Customer_412,customer412@example.com,35,France,2025-06-22 11:49:09.859956
413,Customer_413,customer413@example.com,77,Canada,2024-08-12 11:49:09.859956
414,Customer_414,customer414@example.com,74,Australia,2024-06-25 11:49:09.859956
415,Customer_415,customer415@example.com,25,USA,2024-01-28 11:49:09.860952
416,Customer_416,customer416@example.com,56,UK,2023-11-08 11:49:09.860952
417,Customer_417,customer417@example.com,28,Canada,2024-04-18 11:49:09.860952
418,Customer_418,customer418@example.com,18,France,2024-09-12 11:49:09.860952
419,Customer_419,customer419@example.com,23,UK,2025-07-10 11:49:09.860952
420,Customer_420,customer420@example.com,47,USA,2024-01-10 11:49:09.860952
421,Customer_421,customer421@example.com,71,UK,2024-06-11 11:49:09.860952
422,Customer_422,customer422@example.com,77,Australia,2025-01-09 11:49:09.860952
423,Customer_423,customer423@example.com,50,Australia,2025-01-28 11:49:09.860952
424,Customer_424,customer424@example.com,44,Germany,2024-07-08 11:49:09.860952
425,Customer_425,customer425@example.com,33,Germany,2024-04-18 11:49:09.860952
426,Customer_426,customer426@example.com,27,Germany,2025-04-22 11:49:09.860952
427,Customer_427,customer427@example.com,76,France,2024-06-01 11:49:09.860952
428,Customer_428,customer428@example.com,65,UK,2025-08-24 11:49:09.860952
429,Customer_429,customer429@example.com,35,Germany,2024-11-20 11:49:09.860952
430,Customer_430,customer430@example.com,77,France,2025-02-03 11:49:09.860952
431,Customer_431,customer431@example.com,70,USA,2025-01-18 11:49:09.860952
432,Customer_432,customer432@example.com,64,Canada,2024-03-12 11:49:09.860952
433,Customer_433,customer433@example.com,55,Australia,2024-06-20 11:49:09.860952
434,Customer_434,customer434@example.com,73,UK,2024-08-03 11:49:09.860952
435,Customer_435,customer435@example.com,52,Germany,2024-11-15 11:49:09.860952
436,Customer_436,customer436@example.com,39,France,2024-04-26 11:49:09.860952
437,Customer_437,customer437@example.com,42,Germany,2024-12-09 11:49:09.860952
438,Customer_438,customer438@example.com,73,UK,2023-11-20 11:49:09.860952
439,Customer_439,customer439@example.com,33,France,2024-10-07 11:49:09.860952
440,Customer_440,customer440@example.com,32,Germany,2025-09-20 11:49:09.860952
441,Customer_441,customer441@example.com,38,Australia,2024-07-07 11:49:09.860952
442,Customer_442,customer442@example.com,63,Germany,2024-10-04 11:49:09.860952
443,Customer_443,customer443@example.com,60,Australia,2025-06-01 11:49:09.860952
444,Customer_444,customer444@example.com,49,USA,2025-06-27 11:49:09.860952
445,Customer_445,customer445@example.com,50,France,2024-11-29 11:49:09.860952
446,Customer_446,customer446@example.com,73,USA,2024-08-10 11:49:09.860952
447,Customer_447,customer447@example.com,24,France,2024-07-24 11:49:09.860952
448,Customer_448,customer448@example.com,18,Australia,2025-06-09 11:49:09.860952
449,Customer_449,customer449@example.com,44,Australia,2025-05-29 11:49:09.860952
450,Customer_450,customer450@example.com,22,Germany,2025-02-05 11:49:09.860952
451,Customer_451,customer451@example.com,39,France,2023-11-25 11:49:09.860952
452,Customer_452,customer452@example.com,43,Australia,2025-08-13 11:49:09.860952
453,Customer_453,customer453@example.com,72,Canada,2023-12-14 11:49:09.860952
454,Customer_454,customer454@example.com,72,France,2024-10-10 11:49:09.860952
455,Customer_455,customer455@example.com,79,Canada,2024-02-01 11:49:09.860952
456,Customer_456,customer456@example.com,63,Germany,2024-04-28 11:49:09.860952
457,Customer_457,customer457@example.com,20,France,2025-08-25 11:49:09.860952
458,Customer_458,customer458@example.com,33,Australia,2023-12-04 11:49:09.860952
459,Customer_459,customer459@example.com,76,Canada,2025-03-16 11:49:09.860952
460,Customer_460,customer460@example.com,65,USA,2024-08-16 11:49:09.860952
461,Customer_461,customer461@example.com,80,USA,2024-01-25 11:49:09.860952
462,Customer_462,customer462@example.com,63,USA,2024-08-06 11:49:09.860952
463,Customer_463,customer463@example.com,28,Australia,2025-01-01 11:49:09.860952
464,Customer_464,customer464@example.com,75,USA,2025-09-17 11:49:09.860952
465,Customer_465,customer465@example.com,38,USA,2025-01-07 11:49:09.860952
466,Customer_466,customer466@example.com,40,Canada,2024-08-19 11:49:09.860952
467,Customer_467,customer467@example.com,27,UK,2024-05-09 11:49:09.860952
468,Customer_468,customer468@example.com,44,France,2023-12-06 11:49:09.860952
469,Customer_469,customer469@example.com,68,UK,2025-05-13 11:49:09.860952
470,Customer_470,customer470@example.com,29,USA,2024-02-18 11:49:09.860952
471,Customer_471,customer471@example.com,73,Germany,2024-02-08 11:49:09.860952
472,Customer_472,customer472@example.com,61,UK,2024-06-12 11:49:09.860952
473,Customer_473,customer473@example.com,76,France,2025-06-10 11:49:09.860952
474,Customer_474,customer474@example.com,32,Germany,2024-01-20 11:49:09.860952
475,Customer_475,customer475@example.com,34,Germany,2025-02-15 11:49:09.860952
476,Customer_476,customer476@example.com,60,USA,2024-07-15 11:49:09.860952
477,Customer_477,customer477@example.com,75,Canada,2023-12-11 11:49:09.860952
478,Customer_478,customer478@example.com,52,UK,2025-08-20 11:49:09.860952
479,Customer_479,customer479@example.com,46,Canada,2024-03-12 11:49:09.860952
480,Customer_480,customer480@example.com,37,Australia,2024-08-26 11:49:09.860952
481,Customer_481,customer481@example.com,62,Canada,2024-07-24 11:49:09.860952
482,Customer_482,customer482@example.com,72,Canada,2025-04-14 11:49:09.860952
483,Customer_483,customer483@example.com,42,Germany,2025-07-17 11:49:09.860952
484,Customer_484,customer484@example.com,33,Germany,2024-03-28 11:49:09.860952
485,Customer_485,customer485@example.com,40,France,2025-01-05 11:49:09.860952
486,Customer_486,customer486@example.com,62,Canada,2025-10-12 11:49:09.860952
487,Customer_487,customer487@example.com,80,Australia,2024-09-24 11:49:09.860952
488,Customer_488,customer488@example.com,35,USA,2024-04-03 11:49:09.860952
489,Customer_489,customer489@example.com,73,Australia,2025-09-14 11:49:09.860952
490,Customer_490,customer490@example.com,76,France,2024-06-13 11:49:09.860952
491,Customer_491,customer491@example.com,71,Canada,2025-03-13 11:49:09.860952
492,Customer_492,customer492@example.com,56,Canada,2025-03-24 11:49:09.860952
493,Customer_493,customer493@example.com,58,UK,2024-02-07 11:49:09.860952
494,Customer_494,customer494@example.com,34,Australia,2023-12-29 11:49:09.860952
495,Customer_495,customer495@example.com,61,UK,2024-01-30 11:49:09.860952
496,Customer_496,customer496@example.com,24,Australia,2024-01-12 11:49:09.860952
497,Customer_497,customer497@example.com,20,Canada,2024-08-09 11:49:09.860952
498,Customer_498,customer498@example.com,20,France,2024-10-26 11:49:09.860952
499,Customer_499,customer499@example.com,64,UK,2025-08-03 11:49:09.860952
500,Customer_500,customer500@example.com,76,Canada,2024-12-04 11:49:09.860952
501,Customer_501,customer501@example.com,65,Germany,2025-05-08 11:49:09.860952
502,Customer_502,customer502@example.com,30,UK,2024-04-30 11:49:09.860952
503,Customer_503,customer503@example.com,74,Canada,2024-05-09 11:49:09.860952
504,Customer_504,customer504@example.com,50,Canada,2025-05-19 11:49:09.860952
505,Customer_505,customer505@example.com,34,Germany,2025-01-05 11:49:09.860952
506,Customer_506,customer506@example.com,65,Canada,2025-07-09 11:49:09.860952
507,Customer_507,customer507@example.com,47,USA,2025-06-12 11:49:09.860952
508,Customer_508,customer508@example.com,66,UK,2023-12-12 11:49:09.860952
509,Customer_509,customer509@example.com,64,Australia,2024-09-23 11:49:09.860952
510,Customer_510,customer510@example.com,79,France,2024-10-25 11:49:09.860952
511,Customer_511,customer511@example.com,23,Germany,2025-10-20 11:49:09.860952
512,Customer_512,customer512@example.com,34,France,2025-06-30 11:49:09.860952
513,Customer_513,customer513@example.com,47,Canada,2023-12-16 11:49:09.860952
514,Customer_514,customer514@example.com,65,Australia,2025-02-08 11:49:09.860952
515,Customer_515,customer515@example.com,55,Germany,2024-01-20 11:49:09.860952
516,Customer_516,customer516@example.com,78,Canada,2025-07-16 11:49:09.860952
517,Customer_517,customer517@example.com,61,UK,2024-07-09 11:49:09.860952
518,Customer_518,customer518@example.com,19,France,2024-04-08 11:49:09.860952
519,Customer_519,customer519@example.com,38,France,2025-03-22 11:49:09.860952
520,Customer_520,customer520@example.com,59,USA,2024-01-23 11:49:09.860952
521,Customer_521,customer521@example.com,70,Germany,2023-11-17 11:49:09.860952
522,Customer_522,customer522@example.com,37,Australia,2024-09-11 11:49:09.860952
523,Customer_523,customer523@example.com,25,UK,2025-09-18 11:49:09.860952
524,Customer_524,customer524@example.com,78,USA,2024-12-27 11:49:09.860952
525,Customer_525,customer525@example.com,49,USA,2025-07-27 11:49:09.860952
526,Customer_526,customer526@example.com,33,France,2025-06-18 11:49:09.860952
527,Customer_527,customer527@example.com,42,Germany,2024-10-20 11:49:09.860952
528,Customer_528,customer528@example.com,60,Australia,2023-11-21 11:49:09.860952
529,Customer_529,customer529@example.com,78,France,2024-08-31 11:49:09.860952
530,Customer_530,customer530@example.com,55,Australia,2025-05-29 11:49:09.860952
531,Customer_531,customer531@example.com,74,Germany,2024-01-03 11:49:09.860952
532,Customer_532,customer532@example.com,24,Germany,2024-02-12 11:49:09.860952
533,Customer_533,customer533@example.com,44,Canada,2025-10-01 11:49:09.860952
534,Customer_534,customer534@example.com,62,Canada,2025-03-26 11:49:09.860952
535,Customer_535,customer535@example.com,46,Germany,2025-03-07 11:49:09.860952
536,Customer_536,customer536@example.com,72,Canada,2025-07-25 11:49:09.860952
537,Customer_537,customer537@example.com,80,Australia,2024-10-23 11:49:09.860952
538,Customer_538,customer538@example.com,52,Australia,2024-11-01 11:49:09.860952
539,Customer_539,customer539@example.com,21,Germany,2025-01-25 11:49:09.860952
540,Customer_540,customer540@example.com,30,USA,2024-07-26 11:49:09.860952
541,Customer_541,customer541@example.com,23,Australia,2025-03-31 11:49:09.860952
542,Customer_542,customer542@example.com,59,Australia,2024-03-02 11:49:09.860952
543,Customer_543,customer543@example.com,80,USA,2025-09-13 11:49:09.860952
544,Customer_544,customer544@example.com,68,Canada,2025-02-27 11:49:09.860952
545,Customer_545,customer545@example.com,26,France,2025-04-07 11:49:09.860952
546,Customer_546,customer546@example.com,22,France,2025-04-05 11:49:09.860952
547,Customer_547,customer547@example.com,55,UK,2025-03-10 11:49:09.860952
548,Customer_548,customer548@example.com,39,UK,2024-03-03 11:49:09.860952
549,Customer_549,customer549@example.com,18,Canada,2025-06-08 11:49:09.860952
550,Customer_550,customer550@example.com,26,France,2025-02-20 11:49:09.860952
551,Customer_551,customer551@example.com,69,UK,2025-07-14 11:49:09.860952
552,Customer_552,customer552@example.com,60,USA,2025-06-22 11:49:09.860952
553,Customer_553,customer553@example.com,18,Canada,2025-03-05 11:49:09.860952
554,Customer_554,customer554@example.com,55,Canada,2025-10-18 11:49:09.860952
555,Customer_555,customer555@example.com,29,Canada,2025-09-11 11:49:09.860952
556,Customer_556,customer556@example.com,26,Australia,2024-08-29 11:49:09.860952
557,Customer_557,customer557@example.com,51,USA,2025-08-30 11:49:09.860952
558,Customer_558,customer558@example.com,48,Germany,2024-10-29 11:49:09.860952
559,Customer_559,customer559@example.com,50,France,2025-07-15 11:49:09.860952
560,Customer_560,customer560@example.com,46,France,2025-03-22 11:49:09.860952
561,Customer_561,customer561@example.com,78,France,2025-09-20 11:49:09.860952
562,Customer_562,customer562@example.com,64,Australia,2024-05-19 11:49:09.860952
563,Customer_563,customer563@example.com,37,Germany,2024-01-15 11:49:09.860952
564,Customer_564,customer564@example.com,79,USA,2025-09-02 11:49:09.860952
565,Customer_565,customer565@example.com,48,Germany,2024-08-24 11:49:09.860952
566,Customer_566,customer566@example.com,61,USA,2024-06-19 11:49:09.860952
567,Customer_567,customer567@example.com,63,Germany,2025-08-20 11:49:09.860952
568,Customer_568,customer568@example.com,75,USA,2024-12-09 11:49:09.860952
569,Customer_569,customer569@example.com,56,UK,2025-08-28 11:49:09.860952
570,Customer_570,customer570@example.com,26,Canada,2024-02-03 11:49:09.860952
571,Customer_571,customer571@example.com,58,France,2024-04-21 11:49:09.860952
572,Customer_572,customer572@example.com,63,Canada,2024-10-09 11:49:09.860952
573,Customer_573,customer573@example.com,56,France,2025-01-06 11:49:09.860952
574,Customer_574,customer574@example.com,47,France,2024-02-23 11:49:09.861952
575,Customer_575,customer575@example.com,45,USA,2023-11-16 11:49:09.861952
576,Customer_576,customer576@example.com,25,Australia,2024-01-07 11:49:09.861952
577,Customer_577,customer577@example.com,74,France,2025-03-28 11:49:09.861952
578,Customer_578,customer578@example.com,45,Germany,2025-03-15 11:49:09.861952
579,Customer_579,customer579@example.com,44,Canada,2024-07-27 11:49:09.861952
580,Customer_580,customer580@example.com,43,Germany,2025-07-29 11:49:09.861952
581,Customer_581,customer581@example.com,38,Germany,2024-12-18 11:49:09.861952
582,Customer_582,customer582@example.com,60,Canada,2024-10-16 11:49:09.861952
583,Customer_583,customer583@example.com,79,UK,2023-12-01 11:49:09.861952
584,Customer_584,customer584@example.com,77,Germany,2025-08-27 11:49:09.861952
585,Customer_585,customer585@example.com,23,USA,2025-07-31 11:49:09.861952
586,Customer_586,customer586@example.com,45,USA,2024-10-18 11:49:09.861952
587,Customer_587,customer587@example.com,69,UK,2024-04-13 11:49:09.861952
588,Customer_588,customer588@example.com,21,France,2024-04-07 11:49:09.861952
589,Customer_589,customer589@example.com,53,Canada,2023-12-18 11:49:09.861952
590,Customer_590,customer590@example.com,25,Germany,2024-11-06 11:49:09.861952
591,Customer_591,customer591@example.com,73,Australia,2024-08-27 11:49:09.861952
592,Customer_592,customer592@example.com,73,Australia,2025-09-12 11:49:09.861952
593,Customer_593,customer593@example.com,79,Canada,2024-02-28 11:49:09.861952
594,Customer_594,customer594@example.com,37,Canada,2025-07-20 11:49:09.861952
595,Customer_595,customer595@example.com,54,France,2025-03-31 11:49:09.861952
596,Customer_596,customer596@example.com,27,Australia,2024-06-28 11:49:09.861952
597,Customer_597,customer597@example.com,32,USA,2024-11-10 11:49:09.861952
598,Customer_598,customer598@example.com,72,France,2024-10-23 11:49:09.861952
599,Customer_599,customer599@example.com,25,Canada,2024-03-26 11:49:09.861952
600,Customer_600,customer600@example.com,32,Germany,2024-04-08 11:49:09.861952
601,Customer_601,customer601@example.com,80,France,2024-02-14 11:49:09.861952
602,Customer_602,customer602@example.com,61,Australia,2024-04-12 11:49:09.861952
603,Customer_603,customer603@example.com,19,France,2023-12-31 11:49:09.861952
604,Customer_604,customer604@example.com,71,Australia,2025-02-03 11:49:09.861952
605,Customer_605,customer605@example.com,19,UK,2025-01-28 11:49:09.861952
606,Customer_606,customer606@example.com,62,Canada,2024-11-21 11:49:09.861952
607,Customer_607,customer607@example.com,40,USA,2025-05-02 11:49:09.861952
608,Customer_608,customer608@example.com,73,UK,2024-04-03 11:49:09.861952
609,Customer_609,customer609@example.com,60,Germany,2025-08-24 11:49:09.861952
610,Customer_610,customer610@example.com,27,Australia,2024-01-25 11:49:09.861952
611,Customer_611,customer611@example.com,80,USA,2025-08-02 11:49:09.861952
612,Customer_612,customer612@example.com,65,France,2025-03-28 11:49:09.861952
613,Customer_613,customer613@example.com,42,Germany,2024-07-27 11:49:09.861952
614,Customer_614,customer614@example.com,39,UK,2024-10-21 11:49:09.861952
615,Customer_615,customer615@example.com,37,Australia,2024-12-06 11:49:09.861952
616,Customer_616,customer616@example.com,67,France,2024-03-03 11:49:09.861952
617,Customer_617,customer617@example.com,23,USA,2025-05-28 11:49:09.861952
618,Customer_618,customer618@example.com,28,France,2025-09-14 11:49:09.861952
619,Customer_619,customer619@example.com,61,USA,2025-01-29 11:49:09.861952
620,Customer_620,customer620@example.com,46,Australia,2024-08-26 11:49:09.861952
621,Customer_621,customer621@example.com,49,France,2024-08-08 11:49:09.861952
622,Customer_622,customer622@example.com,44,Canada,2025-03-28 11:49:09.861952
623,Customer_623,customer623@example.com,66,France,2025-07-10 11:49:09.861952
624,Customer_624,customer624@example.com,40,Germany,2025-07-13 11:49:09.861952
625,Customer_625,customer625@example.com,36,Australia,2023-12-10 11:49:09.861952
626,Customer_626,customer626@example.com,55,Germany,2024-05-13 11:49:09.861952
627,Customer_627,customer627@example.com,60,Canada,2025-09-18 11:49:09.861952
628,Customer_628,customer628@example.com,32,Germany,2024-02-29 11:49:09.861952
629,Customer_629,customer629@example.com,21,USA,2025-04-08 11:49:09.861952
630,Customer_630,customer630@example.com,37,UK,2025-06-16 11:49:09.861952
631,Customer_631,customer631@example.com,66,Canada,2025-01-11 11:49:09.861952
632,Customer_632,customer632@example.com,38,USA,2025-10-27 11:49:09.861952
633,Customer_633,customer633@example.com,49,Australia,2024-08-20 11:49:09.861952
634,Customer_634,customer634@example.com,29,UK,2024-10-10 11:49:09.861952
635,Customer_635,customer635@example.com,52,Australia,2025-03-13 11:49:09.861952
636,Customer_636,customer636@example.com,50,France,2023-12-20 11:49:09.861952
637,Customer_637,customer637@example.com,69,Canada,2025-08-22 11:49:09.861952
638,Customer_638,customer638@example.com,43,Australia,2025-09-21 11:49:09.861952
639,Customer_639,customer639@example.com,45,USA,2024-07-21 11:49:09.861952
640,Customer_640,customer640@example.com,76,USA,2024-12-18 11:49:09.861952
641,Customer_641,customer641@example.com,54,Germany,2024-03-26 11:49:09.861952
642,Customer_642,customer642@example.com,43,Australia,2024-01-18 11:49:09.861952
643,Customer_643,customer643@example.com,44,Canada,2025-07-09 11:49:09.861952
644,Customer_644,customer644@example.com,43,USA,2024-12-06 11:49:09.861952
645,Customer_645,customer645@example.com,28,France,2024-07-20 11:49:09.861952
646,Customer_646,customer646@example.com,71,Australia,2024-10-29 11:49:09.861952
647,Customer_647,customer647@example.com,23,Germany,2025-07-18 11:49:09.861952
648,Customer_648,customer648@example.com,33,Germany,2024-03-10 11:49:09.861952
649,Customer_649,customer649@example.com,43,France,2025-08-15 11:49:09.861952
650,Customer_650,customer650@example.com,43,Canada,2024-11-21 11:49:09.861952
651,Customer_651,customer651@example.com,32,Canada,2025-05-15 11:49:09.861952
652,Customer_652,customer652@example.com,22,France,2024-01-25 11:49:09.861952
653,Customer_653,customer653@example.com,25,France,2024-05-30 11:49:09.861952
654,Customer_654,customer654@example.com,30,Canada,2024-11-09 11:49:09.861952
655,Customer_655,customer655@example.com,64,Australia,2025-06-05 11:49:09.861952
656,Customer_656,customer656@example.com,33,USA,2025-06-07 11:49:09.861952
657,Customer_657,customer657@example.com,34,UK,2025-05-10 11:49:09.861952
658,Customer_658,customer658@example.com,56,UK,2024-01-02 11:49:09.861952
659,Customer_659,customer659@example.com,22,UK,2024-01-30 11:49:09.861952
660,Customer_660,customer660@example.com,49,Germany,2024-04-05 11:49:09.861952
661,Customer_661,customer661@example.com,66,France,2024-08-01 11:49:09.861952
662,Customer_662,customer662@example.com,61,France,2024-01-15 11:49:09.861952
663,Customer_663,customer663@example.com,58,France,2024-12-08 11:49:09.861952
664,Customer_664,customer664@example.com,73,Australia,2024-12-15 11:49:09.861952
665,Customer_665,customer665@example.com,27,Germany,2025-08-26 11:49:09.861952
666,Customer_666,customer666@example.com,48,Germany,2024-01-27 11:49:09.861952
667,Customer_667,customer667@example.com,37,Canada,2024-03-08 11:49:09.861952
668,Customer_668,customer668@example.com,21,Canada,2024-06-02 11:49:09.861952
669,Customer_669,customer669@example.com,22,Canada,2024-07-19 11:49:09.861952
670,Customer_670,customer670@example.com,46,USA,2025-09-06 11:49:09.861952
671,Customer_671,customer671@example.com,41,Canada,2025-08-17 11:49:09.861952
672,Customer_672,customer672@example.com,59,USA,2024-02-13 11:49:09.861952
673,Customer_673,customer673@example.com,56,France,2024-10-06 11:49:09.861952
674,Customer_674,customer674@example.com,47,France,2024-04-15 11:49:09.861952
675,Customer_675,customer675@example.com,79,Australia,2025-09-22 11:49:09.861952
676,Customer_676,customer676@example.com,46,France,2024-01-06 11:49:09.861952
677,Customer_677,customer677@example.com,30,Canada,2024-02-23 11:49:09.861952
678,Customer_678,customer678@example.com,48,France,2025-06-02 11:49:09.861952
679,Customer_679,customer679@example.com,79,USA,2024-07-30 11:49:09.861952
680,Customer_680,customer680@example.com,24,Canada,2025-08-09 11:49:09.861952
681,Customer_681,customer681@example.com,50,Australia,2025-05-11 11:49:09.861952
682,Customer_682,customer682@example.com,20,UK,2023-11-10 11:49:09.861952
683,Customer_683,customer683@example.com,46,Germany,2024-05-16 11:49:09.861952
684,Customer_684,customer684@example.com,51,France,2025-05-25 11:49:09.861952
685,Customer_685,customer685@example.com,41,Canada,2025-01-18 11:49:09.861952
686,Customer_686,customer686@example.com,42,Germany,2024-11-22 11:49:09.861952
687,Customer_687,customer687@example.com,61,France,2025-09-11 11:49:09.861952
688,Customer_688,customer688@example.com,68,Australia,2024-01-11 11:49:09.861952
689,Customer_689,customer689@example.com,39,USA,2024-12-01 11:49:09.861952
690,Customer_690,customer690@example.com,24,France,2023-12-10 11:49:09.861952
691,Customer_691,customer691@example.com,42,Canada,2025-02-18 11:49:09.861952
692,Customer_692,customer692@example.com,64,Australia,2024-02-25 11:49:09.861952
693,Customer_693,customer693@example.com,73,UK,2024-11-27 11:49:09.861952
694,Customer_694,customer694@example.com,23,France,2023-12-25 11:49:09.861952
695,Customer_695,customer695@example.com,27,Canada,2024-12-21 11:49:09.861952
696,Customer_696,customer696@example.com,79,Australia,2023-11-19 11:49:09.861952
697,Customer_697,customer697@example.com,60,Germany,2025-06-24 11:49:09.861952
698,Customer_698,customer698@example.com,56,Australia,2025-08-09 11:49:09.861952
699,Customer_699,customer699@example.com,37,France,2024-10-14 11:49:09.861952
700,Customer_700,customer700@example.com,59,Canada,2025-06-26 11:49:09.861952
701,Customer_701,customer701@example.com,60,Australia,2023-12-03 11:49:09.861952
702,Customer_702,customer702@example.com,76,France,2025-07-31 11:49:09.861952
703,Customer_703,customer703@example.com,59,Australia,2024-08-27 11:49:09.861952
704,Customer_704,customer704@example.com,50,Canada,2025-10-16 11:49:09.861952
705,Customer_705,customer705@example.com,41,Canada,2025-05-03 11:49:09.861952
706,Customer_706,customer706@example.com,78,UK,2024-11-19 11:49:09.861952
707,Customer_707,customer707@example.com,78,Germany,2025-04-21 11:49:09.861952
708,Customer_708,customer708@example.com,32,UK,2025-05-29 11:49:09.861952
709,Customer_709,customer709@example.com,22,Canada,2025-07-23 11:49:09.861952
710,Customer_710,customer710@example.com,50,France,2024-05-13 11:49:09.861952
711,Customer_711,customer711@example.com,20,Australia,2024-11-24 11:49:09.861952
712,Customer_712,customer712@example.com,74,France,2025-06-22 11:49:09.861952
713,Customer_713,customer713@example.com,56,Germany,2025-05-30 11:49:09.861952
714,Customer_714,customer714@example.com,28,UK,2023-11-25 11:49:09.861952
715,Customer_715,customer715@example.com,67,France,2025-05-18 11:49:09.861952
716,Customer_716,customer716@example.com,64,Germany,2025-09-20 11:49:09.861952
717,Customer_717,customer717@example.com,44,Canada,2023-12-12 11:49:09.861952
718,Customer_718,customer718@example.com,64,UK,2024-08-06 11:49:09.861952
719,Customer_719,customer719@example.com,57,Canada,2024-08-01 11:49:09.861952
720,Customer_720,customer720@example.com,32,France,2025-03-04 11:49:09.861952
721,Customer_721,customer721@example.com,37,Germany,2025-04-19 11:49:09.862953
722,Customer_722,customer722@example.com,41,Australia,2024-03-29 11:49:09.862953
723,Customer_723,customer723@example.com,46,Germany,2025-01-19 11:49:09.862953
724,Customer_724,customer724@example.com,67,Germany,2024-06-07 11:49:09.862953
725,Customer_725,customer725@example.com,51,Germany,2025-05-22 11:49:09.862953
726,Customer_726,customer726@example.com,70,UK,2024-02-23 11:49:09.862953
727,Customer_727,customer727@example.com,26,Canada,2025-09-11 11:49:09.862953
728,Customer_728,customer728@example.com,59,Germany,2024-10-19 11:49:09.862953
729,Customer_729,customer729@example.com,53,USA,2023-11-06 11:49:09.862953
730,Customer_730,customer730@example.com,72,France,2025-06-29 11:49:09.862953
731,Customer_731,customer731@example.com,36,USA,2025-05-23 11:49:09.862953
732,Customer_732,customer732@example.com,35,Germany,2024-05-27 11:49:09.862953
733,Customer_733,customer733@example.com,27,Germany,2025-08-02 11:49:09.862953
734,Customer_734,customer734@example.com,78,UK,2024-07-30 11:49:09.862953
735,Customer_735,customer735@example.com,74,Canada,2025-10-07 11:49:09.862953
736,Customer_736,customer736@example.com,44,USA,2024-09-24 11:49:09.862953
737,Customer_737,customer737@example.com,50,Canada,2025-03-07 11:49:09.862953
738,Customer_738,customer738@example.com,42,USA,2024-10-16 11:49:09.862953
739,Customer_739,customer739@example.com,32,USA,2024-12-12 11:49:09.862953
740,Customer_740,customer740@example.com,77,USA,2024-01-08 11:49:09.862953
741,Customer_741,customer741@example.com,39,UK,2025-06-16 11:49:09.862953
742,Customer_742,customer742@example.com,20,Canada,2024-07-08 11:49:09.862953
743,Customer_743,customer743@example.com,62,UK,2023-11-12 11:49:09.862953
744,Customer_744,customer744@example.com,48,Germany,2024-02-12 11:49:09.862953
745,Customer_745,customer745@example.com,18,USA,2025-10-15 11:49:09.862953
746,Customer_746,customer746@example.com,34,UK,2025-06-03 11:49:09.862953
747,Customer_747,customer747@example.com,53,Australia,2024-02-19 11:49:09.862953
